what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508930588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508931556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508932703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508935133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508952562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508954258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508964019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508966245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508968716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508970268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365508973859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508985752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365508992282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509000576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509003309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509018073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509019795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509032904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509034063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509040437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509041994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509055491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509056483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509067123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509068774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509094235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509094438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509094714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509094922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509095115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509095520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509106063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509106359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509106538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509115230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509122387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509125689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365509126971
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365509146511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509148597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509158293
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509158390
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509158445
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365509193383
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365509233734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509236479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365509239311
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509240110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365509240798
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365509245248
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365509257570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509259002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509259183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365509294989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365509295639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365509312223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365509315822
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365509339763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509341578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509341746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509354829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509357980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509358333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509358628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509361228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509361564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509361876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509362126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509371645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509402137
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1365509404811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509415179
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1365509415180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365509416370
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509422367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509427332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509427733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365509428069
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509437943
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509443718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365509447917
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509455881
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509457788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365509459913
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509471198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365509472136
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509473358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509495250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509549545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365509553705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509562378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509563706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509565344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509566867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365509568455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509569977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509602303
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365509609316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509623986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509656102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509659860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509754388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509758063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509977814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509980914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365509997260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365509998694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510005584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510127995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510128657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510131705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365510134627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365510138855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510171797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510399113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510401935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510939179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510944119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510979394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510984027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510992451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365510997347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511005735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511009619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511010844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511013336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511014877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511022570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511023848
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365511031144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511033769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511041354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365511043201
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1365511046899
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365511060389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511068932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511070554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1365511070562
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1365511073937
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1365511073942
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1365511074033
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1365511074050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511074302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511112195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511136432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511208771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511209663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511450889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511457608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365511497751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511549379
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365511550914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511559446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511567048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365511569731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511579985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511603974
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1365511608309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511615661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511620602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511620725
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1365511620763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511623458
executed,command,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.searchTargetRepositories",1365511623468
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365511627081
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365511644152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511646753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511667780
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365511672753
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365511677364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365511686030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365511691006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511693814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365511696174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365511701640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365511703724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365511714683
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365511736497
